u,v,name,length,highway,oneway
42436739,42442586,West 126th Street,77.1363092264,residential,True
370894980,370897167,FDR Drive,823.269267694,motorway,True
42444933,42444928,9th Avenue,79.9062006612,primary,True
42444933,42435632,West 26th Street,277.369880562,residential,True
4207863943,42440385,Malcolm X Boulevard,81.2341839531,secondary,True
4207863943,3099326126,West 144th Street,13.2461296075,residential,True
42436746,42427786,East 29th Street,154.447022929,unclassified,True
42436746,42445404,Madison Avenue,78.1765470671,secondary,True
42431629,246858448,Chambers Street,79.2924019913,residential,False
42431629,42431630,Chambers Street,21.9783214277,residential,False
42436748,42445409,Park Avenue South,78.1427030192,secondary,True
42436748,4597668043,East 29th Street,13.210701155,unclassified,True
42432194,42430241,West 10th Street,108.923224236,unclassified,True
42432194,42432199,Greenwich Avenue,76.0191582158,secondary,False
42432194,42432191,Greenwich Avenue,73.9453045376,secondary,False
42436751,42436748,East 29th Street,147.33580372,unclassified,True
42436751,42446270,Lexington Avenue,78.430342883,secondary,True
42436753,42445413,3rd Avenue,78.0771418406,primary,True
42436753,42436751,East 29th Street,154.41523287,unclassified,True
42436754,42436753,East 29th Street,213.720084853,unclassified,True
42436754,42442898,2nd Avenue,78.2956429238,primary,True
42436756,42445417,1st Avenue,80.2622794292,primary,True
42436756,42436754,East 29th Street,231.118236909,unclassified,True
42436756,42449390,East 29th Street,161.870841571,residential,False
4143859865,4143859873,Laight Street,22.5231498138,primary,True
4143859865,3788379733,6th Avenue,18.8168636295,primary,True
4320028826,42457728,West 4th Street,61.284157056,unclassified,True
4320028826,42430805,7th Avenue South,13.2743363935,secondary,True
42436763,42430136,Thompson Street,128.366062929,residential,True
42436763,42452026,Grand Street,68.886303489,residential,True
42442578,42442577,Amsterdam Avenue,80.3458951041,secondary,False
42442578,1504153626,Amsterdam Avenue,74.1708847117,secondary,False
42429466,42429474,West 173rd Street,116.678655723,residential,True
42429466,42433044,Saint Nicholas Avenue,80.7758278641,secondary,False
42429466,42433046,Saint Nicholas Avenue,82.6830388562,secondary,False
42428575,1241742563,West 62nd Street,109.602117583,secondary,True
42428575,42421972,Broadway,90.8063735172,primary,True
42444960,4954493920,West 35th Street,92.4060747024,unclassified,True
42444960,42437663,9th Avenue,84.0059553689,primary,True
4143859873,3788379733,Canal Street,33.1752876001,primary,False
4143859873,42440829,Canal Street,51.0674362733,primary,False
247081122,42437678,West 34th Street,22.1393010043,primary,False
247081122,246650510,12th Avenue,316.683337917,trunk,True
42428579,42443313,West 63rd Street,64.2305732326,residential,True
42428579,42428575,Broadway,93.0947322124,primary,True
42453156,42453158,East 5th Street,171.770868908,residential,False
42453158,42444833,Avenue C,78.0045225902,secondary,False
42453158,42453156,East 5th Street,171.770868908,residential,False
42453158,42455175,Avenue C,76.6547032768,secondary,False
42453160,42444835,Avenue D,78.1244809864,secondary,False
42453160,42455396,Avenue D,77.1886469856,secondary,False
42453160,42453158,East 5th Street,228.507435454,residential,True
42449948,42444051,3rd Avenue,79.6861800039,primary,True
42449948,42442943,East 44th Street,212.889441357,residential,True
42436779,42442276,Spring Street,68.3525221775,residential,True
42436779,42432135,Thompson Street,158.353609764,residential,True
42428588,42443313,Columbus Avenue,114.86624322,primary,True
42428588,42428579,Broadway,132.137214789,primary,True
3858909357,2099150501,Mount Morris Park West,83.2909756931,secondary,True
3858909357,42445215,West 121st Street,147.850711931,residential,True
42428590,42443320,West 65th Street,22.9920210682,secondary,True
42428590,42428588,Broadway,51.74601974,primary,True
2324482224,42434226,Avenue B,77.6183973096,secondary,False
2324482224,42449027,Avenue B,75.7345463751,secondary,False
2324482224,42455181,East 8th Street,227.492437237,residential,True
42428595,42439464,West 66th Street,201.214433323,secondary,True
42428595,42428590,Broadway,91.5385335999,primary,True
42436788,42439533,West Houston Street,77.529298297,primary,True
42436788,1919595918,Thompson Street,14.418938939,residential,True
42433577,42442273,Spring Street,76.1818837722,residential,True
42433577,42432148,Wooster Street,163.321201478,residential,True
42428598,42428595,Broadway,90.462707445,primary,True
42428598,42429999,West 67th Street,158.375634436,residential,True
42453175,42455051,Avenue A,75.4995175603,secondary,False
42453175,42444829,Avenue A,77.5049092447,secondary,False
42436793,42439537,West 3rd Street,76.439295735,residential,True
42436793,1692433932,Thompson Street,166.477692024,residential,True
42428604,42428601,Broadway,89.5740830646,primary,True
42428604,1733614298,West 69th Street,77.1148624079,residential,True
42444991,42444985,9th Avenue,77.6546881522,primary,True
42444991,42435657,West 40th Street,273.885868484,unclassified,True
42428610,42428604,Broadway,87.9141571144,primary,True
42428610,1061531597,West 70th Street,21.5405127218,residential,True
42453187,42442913,East 33rd Street,228.141904471,unclassified,True
42453187,42445390,1st Avenue,87.3575327909,primary,True
42436806,42442728,Amsterdam Avenue,80.3437314528,secondary,False
42436806,42423101,Amsterdam Avenue,84.1725616202,secondary,False
42436807,42446331,Audubon Avenue,85.7352631071,tertiary,False
42436807,42455252,Audubon Avenue,78.9085927724,tertiary,False
42436807,42436806,West 176th Street,140.79132627,residential,True
42445001,42434434,West 41st Street,126.708610894,secondary,True
42445001,42444991,9th Avenue,86.948366109,primary,True
42434935,2140997997,Macombs Place,77.2212803651,secondary,True
42434935,589927943,Adam Clayton Powell Jr. Boulevard,56.4973217424,primary,True
42436812,42446337,Wadsworth Avenue,85.8729685904,tertiary,False
42436812,42433058,West 176th Street,118.782171599,residential,True
42436812,42449631,Wadsworth Avenue,79.4763807414,tertiary,False
42440397,42427915,79th Street Transverse Road,973.060995091,secondary,False
42440397,42446021,East 79th Street,154.221997328,secondary,False
42440397,42436911,5th Avenue,86.7052929492,secondary,True
561035379,42433024,West 164th Street,158.235922197,residential,True
561035379,561035380,Broadway,95.7201529757,primary,True
42445011,42437368,9th Avenue,85.5985995868,primary,True
42445011,42454433,West 43rd Street,273.908695117,unclassified,True
42428634,42442432,West 72nd Street,45.0848030165,secondary,False
42428634,1061531448,Broadway,97.2705811094,primary,True
42428634,42431004,West 72nd Street,229.563594542,secondary,False
42444495,4163883691,Lexington Avenue,79.7083450853,secondary,True
42444495,42444500,East 94th Street,154.255646267,residential,True
42445020,42445018,9th Avenue,78.7274248961,primary,True
42445020,42452365,West 47th Street,273.775713566,residential,True
42428637,42428634,Broadway,89.2421880156,primary,True
42428637,42431005,West 73rd Street,205.225812564,residential,True
42449127,42444028,Macombs Place,88.3626036902,secondary,False
42449127,42435885,West 151st Street,66.5195304577,tertiary,True
42436832,42430023,West 176th Street,129.357216619,residential,True
42436832,42429479,Haven Avenue,164.846844294,residential,True
42445025,42454042,West 51st Street,273.65069459,residential,True
42445025,42440163,9th Avenue,79.0344323776,primary,True
42428643,42431008,West 75th Street,159.497007189,residential,True
42428643,42428640,Broadway,84.8523098778,primary,True
42453220,42452564,Malcolm X Boulevard,80.1039613323,secondary,True
42453220,3099327950,West 117th Street,14.6182070313,residential,True
42428645,42428643,Broadway,85.31822509,primary,True
42428645,1061531566,West 76th Street,18.7342994418,residential,True
42448593,42456492,Beekman Street,118.6977937,unclassified,True
42428648,42428645,Broadway,82.3070486076,primary,True
42428648,42431015,West 77th Street,116.621677155,residential,True
42445033,42435707,West 54th Street,274.868237154,secondary,True
42445033,1815133244,9th Avenue,79.3216601251,primary,True
3786901738,42445369,Park Avenue,84.3013706709,secondary,True
3786901738,561042199,Park Avenue Tunnel,563.231027566,secondary,True
42428653,42428065,Broadway,87.0272288944,primary,True
42428653,42431019,West 79th Street,104.62031066,secondary,False
42428653,1061531454,West 79th Street,17.3001429428,secondary,False
42445039,42435716,West 58th Street,272.193530949,residential,True
42445039,42445037,9th Avenue,84.7756349996,primary,True
42436848,42430205,Minetta Lane,67.2157321251,residential,True
42428657,42431024,West 81st Street,105.67938371,residential,True
42428657,42421775,Broadway,80.2031925838,primary,True
42432211,42432208,Greenwich Avenue,57.2214998611,secondary,False
42432211,42429378,Greenwich Avenue,75.4732986667,secondary,False
42432211,42454742,Jane Street,155.112149271,unclassified,True
42453236,42442123,West 122nd Street,147.971664793,residential,True
42453236,42438908,Malcolm X Boulevard,79.8694253987,secondary,True
42428661,42428657,Broadway,79.5128309468,primary,True
42428661,1061531818,West 82nd Street,16.5574578865,residential,True
42445046,42451736,West 202nd Street,178.558809682,residential,True
42445046,42445561,West 202nd Street,64.5517910033,residential,False
42445046,42435412,9th Avenue,78.2394108272,tertiary,False
42428663,42428661,Broadway,82.2712886371,primary,True
42428663,42431030,West 83rd Street,108.089565743,residential,True
42436856,42433282,Gay Street,89.7167583747,unclassified,True
42436856,42433261,Christopher Street,71.6540850648,residential,True
42453241,3099326118,West 124th Street,14.6027853506,residential,False
42453241,42453246,Malcolm X Boulevard,86.1201596913,secondary,True
42445051,42445562,West 204th Street,72.7555446347,residential,False
42445051,42435412,9th Avenue,80.2355497066,tertiary,False
42445051,42455493,West 204th Street,180.911210351,tertiary,False
42445051,42445054,9th Avenue,78.7095462977,tertiary,False
42433578,42433577,Wooster Street,160.493114286,residential,True
42433578,42454423,Prince Street,80.006287355,residential,True
42428670,42421809,Broadway,79.6164781471,primary,True
42428670,42431034,West 85th Street,115.369324416,residential,True
42437944,42449656,Wadsworth Avenue,82.7957261326,tertiary,False
42437944,42427773,Wadsworth Avenue,83.9684622747,tertiary,False
42428674,1061531603,West 86th Street,16.687585957,secondary,False
42428674,42431037,West 86th Street,120.818234047,secondary,False
42428674,42428670,Broadway,88.8912039355,primary,True
42453251,42448979,West 128th Street,302.515087415,residential,True
42453251,42451564,Malcolm X Boulevard,79.474382785,secondary,True
42453253,42438236,Malcolm X Boulevard,79.2873993566,secondary,True
42453253,42448141,West 130th Street,302.753692297,residential,True
42428678,42428674,Broadway,84.1599794242,primary,True
42428678,42431039,West 87th Street,127.2987506,residential,True
761293063,761293064,Riverside Drive,49.7779523759,secondary,True
761293064,761293078,Riverside Drive,107.138423858,secondary,True
42428682,1061531810,West 88th Street,17.0781636873,residential,True
42428682,42428678,Broadway,79.4948063401,primary,True
42438490,42438498,East 80th Street,142.29180862,residential,True
42438490,42452954,Park Avenue,80.4686857191,secondary,True
42433581,1692433924,Wooster Street,139.926935102,residential,False
42433581,42448558,West Houston Street,80.3655953284,primary,True
42433581,1919595926,Wooster Street,16.8156352105,residential,True
42424851,42421800,Central Park West,80.6257287226,secondary,False
42424851,42443349,West 85th Street,271.592999643,residential,True
42424851,42435310,Central Park West,88.1816794668,secondary,False
42428689,1061531682,West 90th Street,17.2015679594,residential,True
42428689,42422006,Broadway,78.6561109861,primary,True
3892037906,42430898,East 10th Street,67.1462965551,residential,True
4139510037,4616536348,Broome Street,70.4508100136,residential,False
761293078,42441823,Riverside Drive,9.82570256293,secondary,False
761293078,587934079,"[u'Riverside Drive West', u'Riverside Drive']",434.896775682,secondary,False
42428695,42428689,Broadway,80.8135321394,primary,True
42428695,42431067,West 91st Street,128.806986437,residential,True
42451332,42422530,FDR Drive,81.5487845169,residential,True
4557482266,4347550074,Central Park South,51.3120983058,secondary,True
4557482266,4347550071,Columbus Circle,37.88296368,primary,True
42428701,1061531736,West 92nd Street,17.5402124389,residential,True
42428701,42428695,Broadway,79.9937916107,primary,True
42436894,42436129,Christopher Street,94.6831724932,residential,False
42436894,42436899,Christopher Street,108.667318881,residential,False
42436894,42452006,Washington Street,90.3707028142,unclassified,True
42428705,42431089,West 93rd Street,128.855327234,residential,True
42428705,42428701,Broadway,80.1544637452,primary,True
486869282,42437113,Chrystie Street,141.879851878,secondary,False
486869282,42429754,Chrystie Street,18.0893729997,secondary,False
486869282,1773076511,Delancey Street,102.576293721,primary,True
42436899,42444267,Weehawken Street,81.7638263652,unclassified,True
42436899,42436894,Christopher Street,108.667318881,residential,False
42436899,42436903,Christopher Street,31.5235471287,residential,False
42428709,42428705,Broadway,78.8795355518,primary,True
42428709,1061531847,West 94th Street,17.7699757554,residential,True
42428711,1061531593,West 95th Street,25.0159523172,secondary,True
42428711,42428709,Broadway,80.2914342542,primary,True
42428124,42444097,West 181st Street,85.8194055733,primary,False
42428124,42428130,Cabrini Boulevard,398.684884886,residential,True
42428124,42428107,Cabrini Boulevard,112.558123195,residential,True
42428124,1769708236,West 181st Street,85.0743337503,primary,False
42428714,42431099,West 96th Street,124.074738833,secondary,False
42428714,1061531807,West 96th Street,22.8284149617,secondary,False
42428714,42428711,Broadway,85.656471305,primary,True
42434279,42443674,9th Avenue,79.6804115484,primary,True
42434279,42434271,West 22nd Street,278.799598042,unclassified,True
42428716,42428714,Broadway,84.2024939578,primary,True
42428716,42431102,West 97th Street,126.77424654,residential,True
42436911,42436913,East 78th Street,154.428173155,residential,True
42436911,42446455,5th Avenue,80.2998881224,secondary,True
42428720,42428716,Broadway,81.6131700104,primary,True
42428720,1061531727,West 98th Street,16.6698910492,residential,True
42436913,42446021,Madison Avenue,87.1945121134,secondary,True
42436913,596776078,East 78th Street,145.791091512,residential,True
42436914,42459137,Park Avenue,87.6929536955,secondary,True
42436914,42436917,East 78th Street,142.842243716,residential,True
42428723,42428720,Broadway,79.6083271933,primary,True
42428723,42431106,West 99th Street,129.683051192,residential,True
42436917,42446466,Lexington Avenue,80.6415447299,secondary,True
42436917,42436919,East 78th Street,154.02810873,residential,True
42436919,42436921,East 78th Street,217.588613835,residential,True
42436919,42450015,3rd Avenue,90.9442790443,primary,True
42428728,42431108,West 101st Street,128.204808989,residential,True
42428728,42428725,Broadway,77.8052483326,primary,True
42436921,42443024,2nd Avenue,79.620666507,primary,True
42436921,42436922,East 78th Street,226.515781792,residential,True
42436922,42428016,East 78th Street,216.527159275,residential,True
42436922,42456060,1st Avenue,87.9702546237,primary,True
42432223,2075592658,Amsterdam Avenue,21.7449809228,secondary,False
42432223,42432220,West 167th Street,100.029363561,tertiary,False
42432223,42442710,Amsterdam Avenue,51.24280105,secondary,False
42453310,42440323,Park Avenue South,79.1013277332,secondary,True
42453310,4597668039,East 21st Street,12.1991106718,residential,True
42428737,42428728,Broadway,80.6610450055,primary,True
42428737,1061531802,West 102nd Street,17.8426719049,residential,True
42436930,42429707,Park Terrace West,85.3065895883,residential,True
42436930,42434372,West 217th Street,121.99801976,residential,True
4015418422,42449600,Warren Street,140.080117313,residential,True
4015418422,42429565,Greenwich Street,77.9330144183,residential,True
42428742,42428737,Broadway,80.6799929575,primary,True
42428742,42431113,West 103rd Street,127.437478173,residential,True
42436935,42438784,University Place,89.008453857,residential,True
42436935,42429373,East 13th Street,178.581193893,residential,True
42432218,42439730,Edgecombe Avenue,30.6414751859,tertiary,False
42432218,42432220,West 167th Street,72.2714113976,tertiary,False
42428746,1061531496,West 104th Street,20.5349650164,residential,True
42428746,42428742,Broadway,81.3095234877,primary,True
42436939,42440721,4th Avenue,103.896311982,secondary,True
42436939,42428491,East 13th Street,103.627231732,residential,True
42436322,42430571,Hudson Street,81.1630764945,secondary,True
42436322,42436037,Reade Street,155.720705625,residential,True
42436942,42436941,East 13th Street,216.030128826,residential,True
42436942,42442870,2nd Avenue,81.140815427,primary,True
42428751,42428746,Broadway,81.671249331,primary,True
42428751,42431118,West 105th Street,93.6524444207,residential,True
42436944,42446552,Avenue A,81.2226856537,secondary,False
42436944,42439006,Avenue A,89.0055541116,secondary,False
42436944,42436943,East 13th Street,212.655325479,residential,True
42436947,42436944,East 13th Street,223.905211532,residential,True
42436947,42439001,Avenue B,88.1834435493,secondary,False
42436947,42446562,Avenue B,81.1172020345,secondary,False
42436947,42436949,East 13th Street,114.007857491,residential,False
42436949,42436947,East 13th Street,114.007857491,residential,False
42428760,42421745,Broadway,94.8610210043,primary,True
42428760,42431121,West 107th Street,19.0217062861,residential,True
42436957,42440754,Avenue C,88.2820526005,secondary,False
42436957,42446571,Avenue C,81.6910428995,secondary,False
42436957,3624790934,East 13th Street,229.50326052,residential,False
1772136801,246923513,West Street,9.1945345805,trunk,True
1772136801,1772136810,Battery Place,63.7823743311,primary,True
42428770,42441913,West 109th Street,135.430077326,residential,True
42428770,595314103,Broadway,79.91499791,primary,True
42453349,42431234,Cooper Street,177.69630637,residential,True
42453349,42429220,West 204th Street,99.0638383017,tertiary,False
42453349,42455509,West 204th Street,80.7612099354,tertiary,False
42447249,42428428,Walker Street,181.448385389,primary,True
42447249,42447246,Church Street,72.7111211796,residential,True
42436968,42448563,Varick Street,28.2875728267,secondary,True
1772136810,3914862593,Battery Place,55.6509067899,primary,True
42436971,42438531,Front Street,73.6300018216,secondary,True
42436971,42436974,Gouverneur Slip West,59.1520119962,residential,True
42434962,42434965,East 35th Street,134.968249336,secondary,False
42434962,42445382,Tunnel Exit Street,83.6730141629,primary,True
42434962,42434959,East 35th Street,78.6854963075,unclassified,True
2140997998,42434935,Macombs Place,11.4329223749,primary,True
42437693,1701844618,West 30th Street,28.9445661932,primary,True
42437693,42451695,10th Avenue,78.176348997,primary,True
42445171,42436073,Watts Street,68.0379133327,residential,True
42445171,42440873,Washington Street,99.8807078015,residential,True
387180916,4557517550,West 15th Street,9.35391060715,secondary,True
387180916,42436439,9th Avenue,92.871781552,primary,True
42428790,42428782,Broadway,83.1970817535,primary,True
42428790,42441942,West 111th Street,135.542332242,residential,True
42436985,42435323,West 94th Street,271.758796956,residential,True
42436985,42443366,Columbus Avenue,80.5172803592,primary,True
42436990,42442528,Amsterdam Avenue,79.671758082,primary,True
42436990,42436985,West 94th Street,273.017764393,residential,True
42428799,561035333,West 112th Street,17.9702091226,residential,True
42428799,42428790,Broadway,79.5174214673,primary,True
42445185,42452330,Park Avenue,79.6273447875,secondary,True
42445185,42445189,East 122nd Street,143.074468085,residential,True
42445189,42445196,East 122nd Street,154.302468618,residential,True
42445189,42447206,Lexington Avenue,80.3737071025,secondary,True
42428807,42431193,West 113th Street,166.848393927,residential,True
42428807,42428799,Broadway,79.638096774,primary,True
1228990859,42427352,Stanton Street,213.161266354,residential,False
42445196,42443099,East 122nd Street,215.307913218,residential,True
42445196,42450083,3rd Avenue,79.8161423336,primary,True
2061592973,42421985,West End Avenue,80.663813469,secondary,False
2061592973,42430749,West End Avenue,77.5253725479,secondary,False
2061592973,1241742743,West 60th Street,274.487624326,residential,True
42428814,42428807,Broadway,79.6849358626,primary,True
42428814,561035335,West 114th Street,17.8477829568,residential,True
1506445711,42435360,West 114th Street,185.664630109,residential,True
1506445711,1506445746,Amsterdam Avenue,79.4443383746,secondary,False
1506445711,42442575,Amsterdam Avenue,79.1137461233,secondary,False
371321235,371337150,Harlem River Drive,447.734039389,motorway,True
42453398,42429570,West Street,88.631839184,trunk,True
42437018,42434354,East 16th Street,148.912765936,residential,True
42437018,42437021,Union Square East,73.7280735877,secondary,True
42437021,42437280,Park Avenue South,75.3264315835,secondary,True
42437021,4597668036,East 17th Street,12.5835115693,residential,True
42445215,42453236,Malcolm X Boulevard,79.5590640843,secondary,True
42445215,3099327957,West 121st Street,15.1650252633,residential,True
42428833,42428814,Broadway,80.8918962816,primary,True
42428833,5004570631,West 115th Street,192.43412296,residential,True
42445219,42447336,Manhattan Avenue,79.9576170204,residential,False
42445219,42429744,Manhattan Avenue,79.6606146526,residential,False
42445219,42440131,West 121st Street,136.68717661,residential,True
42445225,42429680,5th Avenue,79.9523190556,secondary,True
42445227,42445225,East 71st Street,154.344722135,residential,True
42445227,42436477,Madison Avenue,86.9087848164,secondary,True
42428844,1506591536,Broadway,87.7281474339,primary,True
42445230,42436481,Park Avenue,86.7981372177,secondary,True
42445230,596776021,East 71st Street,22.4180329094,residential,True
42445232,42429688,Lexington Avenue,78.026183558,secondary,True
42445232,42445230,East 71st Street,144.623030658,residential,True
1506445746,42437222,Amsterdam Avenue,80.5279694831,secondary,False
1506445746,561035334,West 113th Street,265.729221934,residential,True
1506445746,1506445711,Amsterdam Avenue,79.4443383746,secondary,False
42445236,42445232,East 71st Street,154.328225076,residential,True
42445236,42436486,3rd Avenue,87.1404982254,primary,True
1692433935,42439537,Sullivan Street,166.093574282,residential,True
1692433935,1692433932,Bleecker Street,76.3382414995,residential,True
42437050,42421996,Columbus Avenue,80.4019042047,primary,True
42437050,42431447,West 90th Street,271.934826349,residential,True
587934139,595352907,West 155th Street,235.304956134,residential,False
587934139,42428956,West 155th Street,92.2942330289,tertiary,True
42437052,42437050,West 90th Street,273.141854292,residential,True
42437052,42442492,Amsterdam Avenue,79.5286982877,primary,True
42445247,42443009,East 71st Street,228.164231584,residential,True
42445247,42436492,1st Avenue,87.3539426565,primary,True
42437058,42431057,West 90th Street,163.877420762,residential,True
42437058,42422018,Riverside Drive,94.109317125,secondary,False
42437058,42441535,Riverside Drive,81.8620708225,secondary,False
42428867,42438066,West 129th Street,146.242910335,residential,True
42428867,42428863,Broadway,71.4795088669,primary,True
42428869,42428867,Broadway,79.798412126,primary,True
42445256,42438963,Madison Avenue,158.724831267,secondary,True
42445256,596776231,East 99th Street,143.290762,residential,False
42428873,561035345,West 131st Street,18.3025412464,residential,False
42428873,42438228,West 131st Street,262.120458667,residential,False
42428873,42428869,Broadway,76.7606246583,primary,True
42445258,42458960,Park Avenue,80.1859413526,secondary,True
42437067,42429806,Ridge Street,138.428589067,residential,True
42437067,42437071,Rivington Street,75.4599518033,residential,True
42428876,42428873,Broadway,80.5879924994,primary,True
42428876,42429541,West 132nd Street,261.265310305,residential,False
42445261,42445259,East 99th Street,154.303206179,residential,True
42445261,42450052,3rd Avenue,78.9474063238,primary,True
42445263,42433377,East 99th Street,130.292947314,residential,True
42445263,42443058,East 99th Street,228.821708941,residential,True
42445263,42456091,1st Avenue,81.748685728,primary,True
42428880,42434105,West 133rd Street,261.310703743,residential,False
42428880,561035347,West 133rd Street,18.3101481958,residential,False
42428880,42428876,Broadway,79.7036524829,primary,True
42453457,42444267,West 10th Street,31.0555977699,unclassified,True
42453457,42452613,West Street,80.6931250711,trunk,True
42437074,42432075,Clinton Street,137.672514591,residential,True
42437074,42437078,Rivington Street,76.0977220692,residential,True
42437078,42437082,Rivington Street,76.2115135393,residential,True
42437078,486868138,Suffolk Street,145.084947892,residential,True
4145424858,4145424858,West Thames Street,48.0677995051,residential,False
4145424858,4145424858,West Thames Street,48.0677995051,residential,False
4145424858,42427412,West Thames Street,64.1768498587,residential,False
42453468,42457426,Perry Street,137.693638143,unclassified,True
42453468,42449098,West Street,85.9994662014,trunk,True
1506445789,3579432160,Morningside Drive,74.3091592747,secondary,False
1506445789,42442578,West 119th Street,163.02162372,residential,True
1506445789,3579432159,Morningside Drive,80.7604287503,secondary,False
42457319,1692433918,Crosby Street,114.770458975,residential,True
42457319,42428447,East Houston Street,80.2873105553,primary,True
42453472,42439099,West Street,67.6212207095,trunk,True
42433587,42449817,Washington Square East,78.4424762723,residential,True
42433587,42456205,West 4th Street,76.6998221225,residential,True
1506445797,42441263,Riverside Drive,79.848204809,secondary,True
42437096,42429769,Ludlow Street,144.108158174,residential,True
42437096,42437106,Rivington Street,68.1833565143,residential,True
42445291,42429633,River Terrace,163.630508686,residential,False
42445291,42446814,Warren Street,121.044372225,residential,False
42445291,42431630,"[u'River Terrace', u'Chambers Street']",172.923699649,residential,False
1506445808,561035333,Broadway,79.5909594323,primary,True
1506445808,42428790,West 111th Street,17.3100268496,residential,True
42428913,42428912,Broadway,80.5321663951,primary,True
42428913,2383895312,"[u'12th Avenue', u'West 138th Street']",428.370256193,residential,True
42437106,42437108,Rivington Street,46.3299461225,residential,True
42437106,42432063,Orchard Street,137.074579472,residential,True
42437108,42432060,Allen Street,137.054923964,primary,True
42437108,42437109,Rivington Street,21.4739534874,residential,True
42437109,486868873,Allen Street,141.861757333,primary,True
42437109,42429646,Rivington Street,70.3580916309,residential,True
42428919,42428917,Broadway,79.1417657871,primary,True
42428919,42441951,West 141st Street,182.838005662,residential,True
42437113,486869282,Chrystie Street,141.879851878,secondary,False
42437113,42432083,Chrystie Street,138.772287962,secondary,False
42437113,1773076778,Rivington Street,111.130536826,residential,True
4207143418,42436316,West Street,150.212457874,trunk,True
4207143418,246858445,North Moore Street,19.8221908513,residential,True
1764387324,42421783,Nagle Avenue,36.7072645713,primary,True
1764387325,42443522,Nagle Avenue,218.337878208,primary,False
1764387325,1764387324,Nagle Avenue,12.7750784053,primary,True
1764387326,42429174,Broadway,117.639122239,primary,False
1764387326,42421783,Broadway,38.566226677,primary,False
42437119,42437118,Rivington Street,64.4916766524,residential,False
42428928,561035360,West 144th Street,18.3046817011,residential,True
42428928,42428926,Broadway,78.1669892497,primary,True
42445314,42434827,12th Avenue,79.2950149971,trunk,True
42445314,42430597,West 26th Street,210.377538839,residential,True
42428931,42428928,Broadway,86.9158638189,primary,True
42428931,42434264,West 145th Street,134.252531009,secondary,False
42428931,561035361,West 145th Street,18.0325328641,secondary,False
42437124,42431992,Madison Street,71.5831861654,secondary,False
42437124,42437755,Madison Street,218.758241154,secondary,False
42437124,42433302,Catherine Street,82.5824869187,residential,True
4207143429,4207143428,Canal Street,20.0307012603,primary,True
4207143429,246890279,West Street,248.565660491,trunk,True
42437128,42433324,Catherine Slip,51.61254227,residential,True
42428939,42428936,Broadway,79.9213132864,primary,True
42428939,561035364,West 148th Street,18.3084454407,residential,True
42440408,42433551,Clinton Street,189.032494784,residential,False
42440408,42447428,Grand Street,71.8887550381,primary,False
42440408,42432094,Clinton Street,113.868981028,residential,True
42440408,42427335,Grand Street,225.575059976,primary,False
42428941,42428939,Broadway,77.4197721002,primary,True
42428941,42434343,West 149th Street,128.998494272,residential,True
4202908174,4321748238,West Houston Street,38.600656704,primary,True
42434989,42434992,West 171st Street,140.57879658,residential,True
42434989,42442722,Amsterdam Avenue,76.7422472402,secondary,False
42434989,42439783,Amsterdam Avenue,14.9555700611,secondary,False
42428944,42428941,Broadway,79.9219899042,primary,True
42428944,561035366,West 150th Street,18.3045616735,residential,True
42453327,1918039880,Crosby Street,64.8292927613,residential,True
42428947,42428944,Broadway,78.938911674,primary,True
42428947,42441774,West 151st Street,157.23238163,residential,True
42444500,42443052,East 94th Street,216.307814329,residential,True
42444500,42434172,3rd Avenue,76.9619011039,primary,True
42437142,42442577,Amsterdam Avenue,163.791989521,secondary,False
42437142,1506445821,West 116th Street,162.161043945,residential,False
42437142,42442575,Amsterdam Avenue,88.002359203,secondary,False
42433625,4491359481,9th Avenue,79.5061678883,primary,True
42433625,42433620,West 38th Street,274.075453014,unclassified,True
42428953,42441805,West 153rd Street,269.357431547,residential,True
42428953,42428951,Broadway,79.2983110924,primary,True
42451375,42451370,West Street,184.033426618,trunk,True
42428956,42428953,Broadway,165.619316827,primary,True
42428956,561035370,West 155th Street,18.3082236187,primary,False
42445914,42432438,Madison Avenue,78.4717363857,secondary,True
42445914,561042198,East 40th Street,144.62333812,unclassified,True
42428958,561035371,West 156th Street,18.3043297209,residential,True
42428958,42428956,Broadway,83.4891142656,primary,True
42428961,595352904,Broadway,56.3264984074,primary,True
42428961,42452130,West 157th Street,33.9275645659,secondary,True
42428962,42428961,Broadway,75.9068000468,primary,True
42428962,2504882466,West 158th Street,85.5253912462,secondary,False
42428962,561035373,West 158th Street,18.3004791976,secondary,False
42428964,42427086,Broadway,79.1817848087,primary,True
42428964,561035375,West 160th Street,18.3097746334,residential,True
42428965,42427115,West 161st Street,106.254168316,residential,True
42428965,42428964,Broadway,78.8511776283,primary,True
42428966,561035377,West 162nd Street,18.3021260642,residential,True
42428966,42428965,Broadway,80.2928729119,primary,True
42428967,42428966,Broadway,75.416625978,primary,True
42428967,42427126,West 163rd Street,140.605610603,residential,True
42453545,247085867,West 41st Street,27.8257836323,unclassified,True
42453545,62915549,12th Avenue,86.1298645259,trunk,True
42428970,561035379,West 164th Street,18.3058071689,residential,True
42428970,42428967,Broadway,82.3108263207,primary,True
42453548,42437379,12th Avenue,92.8008024272,trunk,True
42445357,42436322,Reade Street,37.5584534962,secondary,True
42445357,42431614,West Broadway,64.7749816897,secondary,True
60918318,60925728,Trans-Manhattan Expressway,278.761728567,motorway,True
