u,v,name,length,highway,oneway
486867490,42429766,Orchard Street,18.9946797315,residential,True
42429646,42437111,Rivington Street,79.114657488,residential,True
42429646,42429647,Eldridge Street,137.570486464,residential,True
42446031,42448203,East 83rd Street,154.506578833,residential,True
42446031,42435499,Madison Avenue,80.5615485756,secondary,True
42437841,42438825,Freedom Place,80.1322533532,residential,True
42446036,42449187,East 85th Street,155.197670274,secondary,True
42446036,42429324,Madison Avenue,88.1076954194,secondary,True
42437845,42438304,Riverside Boulevard,80.9421430852,residential,False
42437845,42437841,West 68th Street,80.671435777,residential,True
42437845,42438301,Riverside Boulevard,82.6994218762,residential,False
42446041,42445733,Madison Avenue,78.8493487977,secondary,True
42446041,42454189,East 87th Street,154.48920774,residential,True
4235734223,4235734225,Stuyvesant Street,19.1553585415,residential,True
4235734223,42443298,East 9th Street,28.4798384834,residential,True
3579432156,1506445808,Broadway,82.6872770284,primary,True
3579432156,42442569,Cathedral Parkway,264.773896113,secondary,False
3579432156,42428782,Cathedral Parkway,16.7629954697,secondary,False
42429661,42439275,7th Avenue,74.3500217644,secondary,True
42429661,42429659,West 18th Street,274.038520628,unclassified,True
42429662,42435610,8th Avenue,74.3742588536,secondary,True
42429662,42429661,West 18th Street,273.921889368,unclassified,True
3579432159,1506445789,Morningside Drive,80.7604287503,secondary,False
3579432159,1506445821,Morningside Drive,164.678006253,secondary,False
42454240,42442384,"[u'West 184th Street', u'Overlook Terrace']",210.613370852,tertiary,False
42454240,42444081,Bennett Avenue,224.790945925,residential,True
42454240,42429044,West 184th Street,85.0118944732,tertiary,False
3579432161,3579432162,Amsterdam Avenue,78.9402817448,secondary,False
3579432161,561035338,West 121st Street,270.038375508,residential,True
3579432161,1504153626,Amsterdam Avenue,85.4038307428,secondary,False
3579432162,42438928,Amsterdam Avenue,80.6814900882,secondary,False
3579432162,3579432161,Amsterdam Avenue,78.9402817448,secondary,False
3579432162,1506599378,West 122nd Street,268.762322412,residential,False
3579432162,42435380,Morningside Drive,187.477948377,secondary,False
42428283,42439972,West 41st Street,74.8418828933,unclassified,True
42428283,42428277,Broadway,82.2883256546,unclassified,True
4235734225,3892037906,Stuyvesant Street,92.8364339771,residential,True
42445888,42436746,Madison Avenue,78.678050773,secondary,True
42445888,4597668030,East 28th Street,151.530570673,unclassified,True
42447399,42427735,Convent Avenue,78.7346764114,tertiary,False
42447399,42438291,Convent Avenue,80.3228937125,tertiary,False
42447399,42447389,West 141st Street,81.2727701364,tertiary,False
42447399,42442613,West 141st Street,132.023343663,tertiary,False
42429680,42429682,East 70th Street,154.423620852,residential,True
42429680,42455693,5th Avenue,79.5249901879,secondary,True
42429682,596776009,East 70th Street,144.386930054,residential,True
42429682,42445227,Madison Avenue,79.3117213775,secondary,True
42429685,42429688,East 70th Street,144.467243186,residential,True
42429685,42445230,Park Avenue,78.5503360721,secondary,True
42446070,42446072,Madison Avenue,81.0680220205,secondary,True
42446070,596776177,East 92nd Street,144.351501949,residential,True
42429688,42429690,East 70th Street,154.337393571,residential,True
42429688,42447076,Lexington Avenue,81.1123131535,secondary,True
42437881,42428201,East 23rd Street,43.7941891262,secondary,False
42437881,42434268,5th Avenue,84.5065894562,secondary,True
42437881,42430271,West 23rd Street,309.314353681,secondary,False
42429690,42445236,3rd Avenue,77.398756542,primary,True
42429690,42429693,East 70th Street,215.999806422,residential,True
42429693,42443000,2nd Avenue,82.3667599585,primary,True
42429693,42429694,East 70th Street,227.940881845,residential,True
42429694,42428003,East 70th Street,217.515162018,residential,True
42429694,42445247,1st Avenue,75.5710458565,primary,True
246648063,402480678,11th Avenue,67.7735801249,trunk,True
42437890,42435624,West 23rd Street,273.748787426,secondary,False
42437890,42434270,7th Avenue,84.7340081707,secondary,True
42437890,42430271,West 23rd Street,273.843642976,secondary,False
42429700,42430231,West 4th Street,19.5479629097,unclassified,True
42429701,42431777,Bleecker Street,26.9079573311,unclassified,True
42429701,42429700,Cornelia Street,168.278509311,unclassified,True
42446086,596776260,East 96th Street,143.821007097,secondary,False
42446086,42443268,East 96th Street,155.056039088,secondary,False
42446086,42446093,Madison Avenue,85.040847575,secondary,True
42429703,42444880,9th Avenue,120.291059763,tertiary,False
42429703,42429704,West 218th Street,175.933279952,tertiary,False
42429703,42444884,9th Avenue,82.7639887909,tertiary,False
42429704,42429255,Broadway,87.1836100182,primary,True
42429704,1544809885,West 218th Street,12.1011957595,tertiary,False
42429704,42429703,West 218th Street,175.933279952,tertiary,False
42429705,42429707,West 218th Street,117.521706003,tertiary,False
42429705,42434372,Park Terrace East,85.0275988854,residential,True
42429705,1544809885,West 218th Street,88.7811776907,tertiary,False
42436069,42436064,Greenwich Street,73.4626052681,residential,True
42436069,42436340,Vestry Street,130.208539501,residential,True
42429708,42454538,Seaman Avenue,162.740205008,tertiary,False
42429708,42429707,West 218th Street,86.6883704604,tertiary,False
42429708,42429709,West 218th Street,122.553884482,tertiary,False
42437433,42437428,East 67th Street,144.933560756,residential,True
42437433,42447069,Lexington Avenue,79.4145529058,secondary,True
42446099,42445256,Madison Avenue,81.1845608166,secondary,True
42446099,596776166,East 98th Street,143.641080748,residential,True
42437909,42435624,West 23rd Street,277.873338645,secondary,False
42437909,42437914,West 23rd Street,269.94110102,secondary,False
42437909,42434279,9th Avenue,83.5306650744,primary,True
42429718,42441104,Riverside Drive,125.08142187,secondary,True
42429718,470209122,West 120th Street,90.8781541445,residential,False
42429718,5004570634,Riverside Drive,170.838256853,secondary,True
42429657,42439272,5th Avenue,74.8460373956,secondary,True
42429657,42428174,East 18th Street,160.703871749,residential,True
42437914,42427483,10th Avenue,84.4404640197,primary,True
42437914,42437909,West 23rd Street,269.94110102,secondary,False
42437914,42430589,West 23rd Street,267.640564472,secondary,False
42437916,42421731,Manhattan Avenue,84.5721787731,residential,False
42437916,42437917,West 105th Street,134.921173776,residential,True
42437916,42447285,Manhattan Avenue,80.4362543078,residential,False
42437917,42443406,Columbus Avenue,79.9194136459,primary,True
42437917,42437918,West 105th Street,272.66527072,residential,True
42437918,42421741,Amsterdam Avenue,85.6444940276,primary,True
42437918,1061531575,West 105th Street,163.293193137,residential,True
42429727,2099150501,West 120th Street,154.818326319,residential,True
42429727,42445215,Malcolm X Boulevard,79.7172177812,secondary,True
42437920,42421751,Riverside Drive,85.9948081305,residential,True
42437921,42429217,Academy Street,119.899090972,tertiary,False
42437921,42432795,Vermilyea Avenue,209.875166314,tertiary,False
42437921,42437923,Vermilyea Avenue,176.692718297,tertiary,False
42437921,42427863,Academy Street,118.925415313,tertiary,False
42437923,42437921,Vermilyea Avenue,176.692718297,tertiary,False
42437923,42431242,Vermilyea Avenue,176.420432004,tertiary,False
42437923,42427867,West 204th Street,118.978907337,tertiary,False
42437923,42429220,West 204th Street,117.704239759,tertiary,False
42437925,42427873,Isham Street,118.761367416,tertiary,False
42437925,42431242,Vermilyea Avenue,130.735792384,tertiary,False
42437925,42429226,Isham Street,103.719000619,tertiary,False
42437925,42437926,Vermilyea Avenue,75.6128042823,tertiary,False
42437926,42445773,West 211th Street,130.848028922,tertiary,True
42437926,42437925,Vermilyea Avenue,75.6128042823,tertiary,False
42429735,42432905,Saint Nicholas Avenue,93.5983346344,secondary,False
42429735,42432900,Saint Nicholas Avenue,93.387565204,secondary,False
42429735,4163940359,West 120th Street,204.489334031,residential,True
42437928,42437801,West 135th Street,162.668952777,tertiary,False
42437928,42429530,5th Avenue,240.431543665,secondary,True
42437928,42427834,5th Avenue,86.3004330166,secondary,False
42437928,589927967,East 135th Street,129.858267072,tertiary,False
42437929,2481877067,East 135th Street,6.81951018182,tertiary,True
42437929,2481877070,Madison Avenue,9.00936750219,secondary,True
42437930,589928047,Park Avenue,21.1316121229,residential,True
42437932,42444750,Harlem River Drive,289.960743104,motorway,True
42429741,42435785,Frederick Douglass Boulevard,79.9421730367,secondary,False
42429741,42429735,West 120th Street,61.9963989398,residential,True
42429741,42435775,Frederick Douglass Boulevard,79.7229864903,secondary,False
42441949,42441947,Riverside Drive,81.7391864944,secondary,False
42441949,42441950,Riverside Drive,157.707462454,secondary,False
42429744,42447330,Manhattan Avenue,79.8378197833,residential,False
42429744,42445219,Manhattan Avenue,79.6606146526,residential,False
42429744,42429741,West 120th Street,137.012452202,residential,True
42429747,42429744,West 120th Street,136.653907367,residential,True
42429747,42440131,Morningside Avenue,79.8445927794,residential,False
42429747,42440125,Morningside Avenue,79.9265005437,residential,False
42446132,42446138,Madison Avenue,85.9491337565,secondary,True
42446132,42456708,East 105th Street,154.394261112,residential,False
42454325,42454328,West 14th Street,115.906596487,primary,False
42454325,4557517554,West 14th Street,146.321280832,primary,False
42454325,42429412,Washington Street,87.6902300876,unclassified,False
42437942,42427768,Audubon Avenue,79.3306396611,tertiary,False
42437942,42455337,Audubon Avenue,82.9890990957,tertiary,False
42437942,1762221470,West 191st Street,133.688977478,residential,True
42428297,42439984,7th Avenue,80.1873238314,secondary,True
42428297,42432700,West 45th Street,274.598479979,secondary,True
42446138,42450456,East 106th Street,154.633441773,residential,False
42446138,596776201,East 106th Street,142.915920532,residential,False
42446138,42445843,Madison Avenue,85.5273934585,secondary,True
42429663,42439280,9th Avenue,74.7963488842,primary,True
42429663,42429662,West 18th Street,277.91682538,unclassified,True
42429756,486869282,Delancey Street,67.0901651467,primary,True
42429756,42437111,Forsyth Street,143.408541113,residential,True
42437949,3584752508,5th Avenue,107.304029017,unclassified,True
42437949,42456303,East 8th Street,150.636775701,secondary,True
42437951,42433281,Mac Dougal Street,96.8552106944,unclassified,True
42437951,42437949,West 8th Street,157.81630036,secondary,True
42429761,42429762,Delancey Street,24.2662399948,primary,True
42429761,42432108,Allen Street,100.611426523,primary,True
42429762,486867490,Delancey Street,43.5178263173,primary,True
42429762,486868830,Allen Street,17.9756674569,primary,True
42446147,42434377,Madison Avenue,80.8829824267,secondary,True
42446147,42456711,East 109th Street,154.24533351,residential,True
42429766,42437106,Orchard Street,142.923440244,residential,True
42429766,486868830,Delancey Street,43.4668487602,primary,True
42437959,42443513,1st Avenue,33.7893126421,primary,True
42437959,1775267750,East Houston Street,16.4478072062,primary,True
42446152,42446721,East 111th Street,155.684672668,residential,True
42446152,42446155,Madison Avenue,82.4761093808,secondary,True
42429769,486867459,Ludlow Street,19.1767222893,residential,True
42429769,42429766,Delancey Street,68.2433348745,primary,True
42437962,42437996,Grand Street,22.3580257547,secondary,False
42437962,42452076,Grand Street,42.632880167,secondary,False
42437962,42432105,Allen Street,110.023607806,primary,True
42446155,596776546,East 112th Street,142.184914208,residential,True
42446155,42435388,Madison Avenue,233.11066232,secondary,True
42437967,42440792,Canal Street,44.3972122892,secondary,False
42437967,42437965,Allen Street,133.236323713,primary,True
42437967,42437990,Canal Street,23.6936502361,secondary,False
42427412,272196096,South End Avenue,63.1363717539,residential,False
42427412,4145424858,West Thames Street,64.1768498587,residential,False
42427412,42427411,West Thames Street,74.3260363501,residential,False
42427412,42440628,South End Avenue,76.04294075,residential,False
42446161,596776497,East 116th Street,141.737423728,residential,False
42446161,42446164,Madison Avenue,86.340004592,secondary,True
42446161,42437174,East 116th Street,155.428525984,residential,False
42441955,42434264,Riverside Drive,86.6038613612,secondary,False
42441955,42441956,Riverside Drive,78.9925550186,secondary,False
42441955,42428934,West 146th Street,117.655185785,residential,True
42446164,42449828,East 117th Street,155.420581648,residential,True
42446164,42439486,Madison Avenue,79.9170279068,secondary,True
4347534783,42440313,5th Avenue,79.0706759468,secondary,True
4347534783,4347534767,"[u'Doris C. Freedman Place', u'Grand Army Plaza']",129.833384165,secondary,True
42429782,42437082,Norfolk Street,143.81448965,residential,True
42429782,42429773,Delancey Street,71.488672907,primary,True
42446169,42445183,Madison Avenue,80.828189666,secondary,True
42437978,42437980,Allen Street,33.6194769344,primary,True
42437978,42437988,Pike Street,38.6089691856,residential,True
42446171,42438704,Madison Avenue,79.4082539759,secondary,True
42437980,42437988,Division Street,19.0775343217,secondary,True
42437980,42457821,Pike Street,58.7214045199,primary,True
42447418,42428980,West 169th Street,130.132340676,residential,True
42447418,42454622,Audubon Avenue,75.314738075,tertiary,False
42447418,42455238,Audubon Avenue,76.0935766841,tertiary,False
42448549,1919595928,MacDougal Street,15.6260375928,unclassified,True
42448549,4202908174,West Houston Street,29.926202182,primary,True
42454368,42433068,West 182nd Street,134.066948628,residential,True
42454368,42444060,Audubon Avenue,72.9503899532,tertiary,False
42454368,42438189,Audubon Avenue,77.6656552099,tertiary,False
42446177,42436724,East 127th Street,154.248147519,residential,True
42446177,42446182,Madison Avenue,78.1612739489,secondary,True
42447419,42427136,Haven Avenue,147.22371395,residential,True
42437988,42429636,Division Street,76.436050181,secondary,True
42437988,42433543,Pike Street,59.0614374404,residential,True
42446182,589928040,East 128th Street,140.024935007,residential,True
42446182,2799368116,Madison Avenue,78.5800476866,secondary,True
42446184,42446187,Madison Avenue,79.1340215064,secondary,True
42446184,589928038,East 130th Street,139.6543123,residential,True
42454378,42429657,5th Avenue,73.8227833289,secondary,True
42454378,42430263,West 19th Street,310.119750694,unclassified,True
42446187,42438235,East 131st Street,156.19616748,residential,True
42446187,42446190,Madison Avenue,81.2696095701,secondary,True
42437996,42437992,Allen Street,140.688032418,primary,True
42437996,42437962,Grand Street,22.3580257547,secondary,False
42437996,42429643,Grand Street,72.544710245,secondary,False
42454381,42427390,10th Avenue,74.2514042103,primary,True
42446190,42429530,East 132nd Street,156.029841214,residential,False
42446190,371337165,Madison Avenue,233.973368488,secondary,True
42446190,589927991,East 132nd Street,139.284871101,residential,False
42429809,42435538,Bialystoker Place,63.2432458845,residential,True
42429809,4300940094,Delancey Street,50.1122413248,residential,True
42429811,42429809,Delancey Street,77.2466457046,residential,True
42429812,42435544,Columbia Street,62.2559198431,residential,True
42429812,42429811,Delancey Street,78.5435662175,residential,True
42429812,42437118,Columbia Street,130.325324997,residential,False
42429814,42429812,Delancey Street,151.031415319,residential,True
42454391,42457401,FDR Drive,26.2018352819,primary,True
42454391,370893397,East Houston Street,30.7730568987,primary,True
42429819,42435553,Baruch Place,62.1771217669,residential,True
42429819,42429814,Delancey Street,75.5650375286,residential,True
42438014,42449139,Macombs Place,75.2973842692,secondary,False
42429825,42440144,Morningside Avenue,48.0638694483,residential,False
42429825,42440138,Morningside Avenue,38.8428642284,residential,False
42429825,42439371,Hancock Place,92.0834541686,residential,True
42438018,42440075,Bradhurst Avenue,80.4602290463,tertiary,False
42438018,589927879,"[u'West 155th Street (surface)', u'Bradhurst Avenue']",221.552403355,tertiary,False
42429827,42440144,West 125th Street,79.7953968173,primary,False
42429827,42429825,West 125th Street,93.6081653949,residential,True
42429827,42442584,West 125th Street,218.585966583,primary,False
42429829,42429830,Thomas Street,50.9487605026,residential,True
42429830,42429832,Thomas Street,125.4558714,residential,True
42429830,42452817,Church Street,71.0752611827,secondary,True
42435814,1905863520,Frederick Douglass Boulevard,79.2912641014,secondary,False
42435814,42435810,Frederick Douglass Boulevard,79.5111306868,secondary,False
42435814,42432933,West 128th Street,111.579583197,residential,False
42438024,42442651,Amsterdam Avenue,85.8103930355,secondary,False
42438024,42442645,Amsterdam Avenue,78.5386318881,secondary,False
42438024,42432983,West 154th Street,171.407256863,residential,False
42429833,42436326,Hudson Street,36.6766673179,secondary,True
42446218,561035344,"[u'West 129th Street', u'West 126th Street']",112.967129115,residential,True
42446218,42453717,Old Broadway,88.6733018463,residential,True
42429838,42434410,Nassau Street,56.5303204587,residential,True
42429838,42428371,Pine Street,111.30710338,residential,True
42429840,42434420,William Street,52.2220819245,unclassified,True
42429840,42429838,Pine Street,130.788951919,residential,True
42429842,42429840,Pine Street,164.311046924,residential,True
42429842,42444414,Pearl Street,69.9702948457,residential,True
42429844,42429842,Pine Street,74.9369451844,residential,True
42429844,42454798,Water Street,85.2135766853,primary,False
42429844,42453902,Water Street,72.0354438431,primary,False
42438038,42435448,Bayard Street,75.6609783286,residential,True
42438038,42445780,Baxter Street,115.008384507,residential,True
42454423,42436784,Prince Street,69.7872937661,residential,True
42454423,1919595916,West Broadway,147.362177009,tertiary,False
42454423,42442276,West Broadway,161.370129308,tertiary,False
42439236,42445543,Lafayette Street,35.976469382,secondary,True
42439236,42428471,Astor Place,122.183184828,residential,False
42438043,42435312,West 88th Street,272.251053127,residential,True
42438043,42434158,Columbus Avenue,80.6759045144,primary,True
42454428,42430338,West 43rd Street,311.25163755,unclassified,True
42454428,42437358,5th Avenue,85.6811623893,secondary,True
42438045,42422000,Amsterdam Avenue,79.533174572,primary,True
42438045,42438043,West 88th Street,273.217213276,residential,True
1544809886,42429704,Broadway,57.8827487608,primary,True
1544809886,42429244,Broadway,68.5432504699,primary,False
42454433,42443563,10th Avenue,79.353528729,primary,True
42454433,42430677,West 43rd Street,275.850319461,unclassified,True
42428315,42428313,Broadway,81.355289502,unclassified,True
42428315,42440015,West 54th Street,100.740814996,secondary,True
42438052,42434161,Riverside Drive,80.2881568111,secondary,False
42438052,42422018,Riverside Drive,84.1902689246,secondary,False
42438052,42431044,West 88th Street,241.004060946,residential,True
370888101,42434832,Front Street,76.8539117325,secondary,True
42438060,42436069,Vestry Street,67.8619027778,residential,True
42438060,42436021,Washington Street,71.7619562229,residential,True
42446066,42446070,Madison Avenue,79.391567909,secondary,True
42446066,42456575,East 91st Street,154.79757131,residential,True
42434165,42444485,5th Avenue,79.104290095,secondary,True
42429255,42427507,Broadway,81.4825896947,primary,True
42429255,42444884,West 219th Street,151.792360944,residential,False
42429255,1769485254,West 219th Street,18.0554613175,residential,False
42429876,4597668032,East 26th Street,151.74090514,unclassified,True
42429876,42445885,Madison Avenue,78.7291816732,secondary,True
42446266,42436748,Park Avenue South,78.5331234331,secondary,True
42446266,42446270,East 28th Street,147.906808164,unclassified,True
42436511,42445961,Madison Avenue,79.2494808981,secondary,True
42436511,42436510,East 61st Street,154.442644085,residential,True
42446270,42446275,East 28th Street,154.788260357,unclassified,True
42446270,42446932,Lexington Avenue,78.6917791378,secondary,True
42433781,2141026520,West 140th Street,14.5576605435,residential,False
42433781,42439897,Adam Clayton Powell Jr. Boulevard,78.5137260058,primary,True
42433781,42433785,West 140th Street,266.541957373,residential,False
42429888,42429890,East 26th Street,147.836235701,unclassified,True
42429888,42454522,Park Avenue South,78.6148499034,secondary,True
42429890,42429896,East 26th Street,154.753762756,unclassified,True
42429890,2302133933,Lexington Avenue,78.6218929539,secondary,True
42446275,42436753,3rd Avenue,78.2888197667,primary,True
42446275,42442898,East 28th Street,214.012234115,unclassified,True
42438084,42438153,1st Avenue,32.1137254098,primary,True
42438084,42438090,Paladino Avenue,47.8415951845,residential,True
42429896,42429900,East 26th Street,213.301772118,unclassified,True
42429896,42449918,3rd Avenue,78.3873913897,primary,True
42438090,42438153,Paladino Avenue,35.816707965,residential,True
42438090,42443826,"[u'East 120th Street', u'Paladino Avenue']",609.738097569,residential,False
42432802,42441007,Payson Avenue,129.853834766,residential,True
42432802,42432805,Dyckman Street,77.5476635308,secondary,False
42432802,42432799,Dyckman Street,82.2959882259,secondary,False
42429900,42442891,2nd Avenue,78.2955479223,primary,True
42429900,42429910,East 26th Street,130.137085861,unclassified,False
42446072,42452809,East 93rd Street,155.084779569,residential,True
42446072,42444487,Madison Avenue,78.8854603532,secondary,True
42446987,42446986,Lexington Avenue,80.0419426661,secondary,True
42446987,42448813,East 48th Street,156.642337888,residential,True
486867534,486867548,Delancey Street,76.3864550871,primary,True
486867534,42429782,Norfolk Street,19.8462742143,residential,True
42429910,42429900,East 26th Street,130.137085861,unclassified,False
42429910,42429918,East 26th Street,100.508699191,unclassified,False
374451674,374463910,Dyckman Street,45.1058226832,unclassified,False
374451674,42425959,Dyckman Street,32.8657635803,unclassified,False
3570003194,42425088,Saint Clair Place,74.3770489918,secondary,True
42429918,42446293,1st Avenue,157.399770157,primary,True
42429918,42429910,East 26th Street,100.508699191,unclassified,False
42454495,42455915,East 36th Street,167.083804649,secondary,True
42421728,42432736,Central Park West,85.9768629636,secondary,False
42421728,42435337,Central Park West,85.5584405175,secondary,False
42421728,42421731,West 106th Street,137.823353112,secondary,False
42426960,3702296507,East 128th Street,3.01410652659,primary,True
42421731,42421728,West 106th Street,137.823353112,secondary,False
42421731,42432737,Manhattan Avenue,86.442347154,residential,False
42421731,42437916,Manhattan Avenue,84.5721787731,residential,False
42421731,42421737,West 106th Street,135.104138942,secondary,False
1775201764,593300940,Ed Koch Queensboro Bridge Exit,80.1640730293,secondary,True
1775201764,42455119,East 60th Street,133.333090908,secondary,True
61271527,61272997,"[u'Henry Hudson Parkway', u'Joe DiMaggio Highway']",1503.76813891,motorway,True
42421737,42421731,West 106th Street,135.104138942,secondary,False
42421737,42437917,Columbus Avenue,85.2331979915,primary,True
42421737,42421741,West 106th Street,272.632280619,secondary,False
42433797,42442609,Amsterdam Avenue,79.0012828821,secondary,False
42433797,42442613,Amsterdam Avenue,78.8671780878,secondary,False
42421741,42421737,West 106th Street,272.632280619,secondary,False
42421741,42432756,Amsterdam Avenue,85.8959505041,primary,True
42421741,1061531654,West 106th Street,200.546167533,secondary,False
42421745,42421749,West 106th Street,54.8491273886,secondary,False
42421745,1061531654,West 106th Street,20.2907733783,secondary,False
42421745,42428751,Broadway,95.6516762381,primary,True
42421749,42421745,West 106th Street,54.8491273886,secondary,False
42421749,42431118,West End Avenue,87.1928065978,secondary,False
42421749,42421751,West 106th Street,143.557190502,residential,False
42421751,42432764,Riverside Drive,85.3188988532,residential,True
42421751,42421749,West 106th Street,143.557190502,residential,False
42429946,42458728,Seaman Avenue,183.470379804,tertiary,False
42429946,42454538,Seaman Avenue,81.5624105487,tertiary,False
42446331,42433057,West 175th Street,133.888345591,residential,True
42446331,42454611,Audubon Avenue,81.977116654,tertiary,False
42446331,42436807,Audubon Avenue,85.7352631071,tertiary,False
42443349,42421803,Columbus Avenue,81.1422258791,primary,True
42443349,42442475,West 85th Street,273.315151923,residential,True
42446337,42429002,West 175th Street,60.4848233293,residential,True
42446337,42449627,Wadsworth Avenue,81.5094633351,tertiary,False
42446337,42436812,Wadsworth Avenue,85.8729685904,tertiary,False
42424235,589927993,Harlem River Drive,34.9603322551,residential,True
42424235,589927996,5th Avenue,62.0815903474,secondary,True
486819531,4158752889,Brooklyn Bridge,337.116721898,motorway,True
1773121032,4015190382,Cooper Square,44.7326246183,primary,True
42438153,42438777,1st Avenue,36.1722683806,primary,True
42454538,42436929,West 215th Street,82.407673628,residential,False
42454538,42432882,West 215th Street,113.936258901,residential,False
42454538,42429708,Seaman Avenue,162.740205008,tertiary,False
42454538,42429946,Seaman Avenue,81.5624105487,tertiary,False
587861515,595320307,West 134th Street (upper),63.6858267996,residential,False
42421772,42421769,West 80th Street,273.468725698,residential,True
42421772,42442469,Amsterdam Avenue,80.6475797029,primary,True
42421775,1061531525,West 80th Street,17.0957600461,residential,True
42421775,42428653,Broadway,86.2081680968,primary,True
42438160,60929261,Riverside Drive,15.6565769214,secondary,False
42438160,60929278,Riverside Drive,77.7423233285,secondary,False
42446353,42445930,East 52nd Street,154.804503556,residential,True
42446353,42440452,5th Avenue,79.070226932,secondary,True
42429970,42456683,5th Avenue,79.4268088511,secondary,True
42429971,42429970,East 63rd Street,154.592996878,residential,True
42429971,42431650,Madison Avenue,79.7179202537,secondary,True
42429974,42431652,Park Avenue,78.5175140456,secondary,True
42429974,596775998,East 63rd Street,21.7238324481,residential,True
42421783,1764387321,Broadway,42.4474991356,primary,False
42421783,1764387326,Broadway,38.566226677,primary,False
42421783,42427782,Bennett Avenue,250.244271733,residential,True
42429976,42447030,Lexington Avenue,79.5018919717,secondary,True
42429976,42429974,East 63rd Street,145.161397973,residential,True
42421785,42443520,Bogardus Place,201.183087427,residential,False
42421785,42421786,Hillside Avenue,239.743255849,tertiary,True
42421786,42421791,Hillside Avenue,127.585370615,tertiary,True
42446363,42445027,West 52nd Street,273.264493284,residential,True
42446363,42449550,10th Avenue,80.4496989663,primary,True
42429980,42431656,3rd Avenue,79.4434875161,primary,True
42429980,42429976,East 63rd Street,154.481273441,residential,True
42429981,42442963,2nd Avenue,78.9333169715,primary,True
42429981,42429980,East 63rd Street,215.948836845,residential,True
42438174,42438173,Gramercy Park North,71.9244141295,residential,True
42421791,42448930,Sickles Street,90.620064435,residential,True
42421791,4814440062,Hillside Avenue,215.959292911,tertiary,True
42429986,589298803,East 63rd Street,138.659602802,tertiary,True
42429986,42431661,1st Avenue,78.4331042671,primary,True
42455643,42430745,West 57th Street,274.029030088,primary,False
42455643,42450341,10th Avenue,82.8699886972,primary,True
42455643,42445037,West 57th Street,274.152120343,primary,False
42432805,42432802,Dyckman Street,77.5476635308,secondary,False
42432805,42431666,Dyckman Street,82.481682316,secondary,False
42421800,42424851,Central Park West,80.6257287226,secondary,False
42421800,42435308,Central Park West,80.0496422077,secondary,False
42438186,42442745,Amsterdam Avenue,73.7536502214,secondary,False
42438186,42442741,Amsterdam Avenue,78.476648082,secondary,False
42438186,42438189,West 183rd Street,140.889043043,residential,False
42421803,42421800,West 84th Street,270.968688505,residential,True
42421803,42437300,Columbus Avenue,80.0766722837,primary,True
42438189,42454368,Audubon Avenue,77.6656552099,tertiary,False
42438189,42438186,West 183rd Street,140.889043043,residential,False
42438189,42455259,Audubon Avenue,74.6786512011,tertiary,False
42438189,42433069,West 183rd Street,133.717963087,residential,False
42421806,42421803,West 84th Street,273.350054387,residential,True
42421806,42442475,Amsterdam Avenue,81.1348662169,primary,True
42429999,42442417,Amsterdam Avenue,79.569258954,primary,True
42429532,42429530,West 132nd Street,302.991335888,residential,True
42429532,42434110,Malcolm X Boulevard,77.9144391506,secondary,True
370912817,42423774,FDR Drive,270.084322657,motorway,True
42421810,42421809,West 84th Street,109.518215595,residential,True
42421810,42431034,West End Ave.,80.0736896178,secondary,False
42421810,42431030,West End Ave.,80.1250547408,secondary,False
42430004,2821304138,Park Place,157.123316778,residential,True
42430004,42429562,Church Street,70.3899938596,secondary,True
42430007,42454401,West Broadway,68.0017403944,residential,True
42430007,42430004,Park Place,128.075111074,residential,True
2799368116,42438984,East 129th Street,156.314929496,residential,True
2799368116,42446184,Madison Avenue,79.9208058192,secondary,True
42421820,42437312,Riverside Drive,88.2675932377,secondary,False
42421820,42441569,Riverside Drive,85.097314859,secondary,False
42421820,42421810,West 84th Street,216.043885093,residential,True
42446398,42457401,East Houston Street,34.9452231425,primary,True
42446398,370893397,Mangin Street,14.4164384727,residential,True
42429707,42429705,West 218th Street,117.521706003,tertiary,False
42429707,42429708,West 218th Street,86.6883704604,tertiary,False
42421828,42430938,East 10th Street,127.633618385,residential,False
42421828,42430942,East 10th Street,101.449603619,residential,False
42430022,42430023,South Pinehurst Avenue,27.5626842874,residential,False
42430023,42427164,West 176th Street,79.1966373633,residential,True
42430023,42430022,South Pinehurst Avenue,27.5626842874,residential,False
42438218,1921369840,Pinehurst Avenue,94.9266058735,residential,False
42438218,42427196,West 183rd Street,82.6019004802,residential,True
42430030,42429752,Kenmare Street,78.300727779,primary,False
42430030,42430034,Kenmare Street,72.3127616935,primary,False
42430030,42442230,Elizabeth Street,78.9008827195,residential,True
42446093,42443264,East 97th Street,155.019880705,secondary,True
42446093,42446099,Madison Avenue,79.9532208616,secondary,True
482807376,42437763,Rutgers Street,76.573533015,residential,True
42430034,42432178,Mott Street,84.2362468648,residential,True
42430034,42430038,Kenmare Street,76.0253230207,primary,False
42430034,42430030,Kenmare Street,72.3127616935,primary,False
42454611,42429457,Audubon Avenue,82.6020641458,tertiary,False
42454611,42446331,Audubon Avenue,81.977116654,tertiary,False
42454611,42442723,West 174th Street,141.069771604,residential,True
42438228,42428873,West 131st Street,262.120458667,residential,False
42438228,595314027,12th Avenue,58.7967712746,residential,False
42438228,42429541,12th Avenue,78.7862281429,residential,False
